folder,gpu,status,return_code,started_at,ended_at,elapsed_seconds,Ec,Pr,rp,alpha,beta,gamma
MFM_t_8_mxi_239,0,simulation_ok,0,2026-08-17T01:30:22.706687+08:00,2026-08-17T01:31:07.707643+08:00,45.001,3.084065745035e+08,6.430105197147e-02,1.729749432765e+00,-1.243624489277e+10,2.989796450674e+12,4.361295191921e+12
MFM_t_8_mxi_240,0,simulation_ok,0,2026-08-17T01:31:07.739102+08:00,2026-08-17T01:31:52.740156+08:00,45.001,3.795595523666e+08,5.984658006252e-02,1.580268454165e+00,-1.390974345658e+10,1.926828018227e+12,5.463530346608e+14
MFM_t_8_mxi_241,0,simulation_ok,0,2026-08-17T01:31:52.772494+08:00,2026-08-17T01:32:37.774061+08:00,45.002,5.577748376632e+08,9.994775223997e-02,1.570544551276e+00,-1.206029296420e+10,5.454148080406e+11,6.625678962286e+13
MFM_t_8_mxi_242,0,simulation_ok,0,2026-08-17T01:32:37.800420+08:00,2026-08-17T01:33:37.801534+08:00,60.001,3.653128602611e+08,8.981532065592e-02,1.699461022364e+00,-1.026011253211e+10,1.159789890456e+12,1.389711730302e+13
MFM_t_8_mxi_243,0,simulation_ok,0,2026-08-17T01:33:37.846871+08:00,2026-08-17T01:34:52.848454+08:00,75.002,4.818618208294e+08,1.490647199254e-01,1.514685676896e+00,-6.313090171122e+09,3.978991160596e+10,1.099552852417e+13
MFM_t_8_mxi_244,0,simulation_timeout,1,2026-08-17T01:34:52.880094+08:00,2026-08-17T01:38:23.245535+08:00,210.365,4.346744177758e+08,3.442311823100e-02,1.561208509165e+00,-2.688672242200e+10,9.232450019401e+12,1.135718131799e+16
MFM_t_8_mxi_245,0,simulation_ok,0,2026-08-17T01:38:38.305392+08:00,2026-08-17T01:40:23.306798+08:00,105.001,3.509371104683e+08,1.137522664642e-01,1.659913682360e+00,-7.478158138017e+09,4.586271360402e+11,9.219923264326e+12
MFM_t_8_mxi_246,0,simulation_ok,0,2026-08-17T01:40:23.339177+08:00,2026-08-17T01:41:38.340307+08:00,75.001,2.544051101463e+08,1.365355179752e-01,1.513662517801e+00,-3.631003109481e+09,2.593647182213e+10,9.056965691300e+12
MFM_t_8_mxi_247,0,simulation_ok,0,2026-08-17T01:41:38.372400+08:00,2026-08-17T01:42:08.373425+08:00,30.001,5.621376884300e+08,6.205276007921e-02,1.525617752122e+00,-1.809393262646e+10,9.891002379151e+11,9.634888718070e+14
MFM_t_8_mxi_248,0,simulation_ok,0,2026-08-17T01:42:08.400117+08:00,2026-08-17T01:43:38.401535+08:00,90.001,4.219854497414e+08,1.493589258440e-01,1.649918852514e+00,-6.774029730981e+09,2.311501085368e+11,3.250296243895e+12
MFM_t_8_mxi_249,0,simulation_ok,0,2026-08-17T01:43:38.426814+08:00,2026-08-17T01:45:08.428177+08:00,90.001,2.523042963047e+08,1.358535900648e-01,1.618179097818e+00,-4.289036676305e+09,1.510925167878e+11,4.404890375535e+12
MFM_t_8_mxi_250,0,simulation_ok,0,2026-08-17T01:45:08.460487+08:00,2026-08-17T01:46:23.461772+08:00,75.001,2.061407242437e+08,9.981117659842e-02,1.570069446051e+00,-4.460008714256e+09,2.012544616380e+11,2.473687987963e+13
MFM_t_8_mxi_251,0,simulation_ok,0,2026-08-17T01:46:23.503036+08:00,2026-08-17T01:47:08.504014+08:00,45.001,1.701923822425e+08,4.448291862074e-02,1.651421896170e+00,-9.188652266326e+09,3.557807520462e+12,5.487885401193e+14
MFM_t_8_mxi_252,0,simulation_ok,0,2026-08-17T01:47:08.537129+08:00,2026-08-17T01:48:53.538542+08:00,105.001,2.075254271794e+08,6.540728663383e-02,1.571463056256e+00,-6.866499264676e+09,7.319872084960e+11,2.040718896187e+14
MFM_t_8_mxi_253,0,simulation_timeout,1,2026-08-17T01:48:53.572110+08:00,2026-08-17T01:52:23.887709+08:00,210.316,8.676687276405e+07,1.401903137907e-01,1.595612764467e+00,-1.387540318598e+09,3.966405666085e+10,1.574122470567e+12
MFM_t_8_mxi_254,0,simulation_ok,0,2026-08-17T01:52:38.945464+08:00,2026-08-17T01:53:38.946658+08:00,60.001,4.812965143809e+08,1.151746302346e-01,1.525840769005e+00,-8.350251344743e+09,1.333685218052e+11,3.739991754211e+13
MFM_t_8_mxi_255,0,simulation_ok,0,2026-08-17T01:53:38.979342+08:00,2026-08-17T01:54:38.980637+08:00,60.001,5.499144687750e+08,4.090992587620e-02,1.714787830432e+00,-3.439335115764e+10,1.960935401100e+13,5.621914187909e+14
MFM_t_8_mxi_256,0,simulation_timeout,1,2026-08-17T01:54:39.009357+08:00,2026-08-17T01:58:09.324844+08:00,210.315,4.622319697907e+08,2.536134746558e-02,1.496502959276e+00,-3.416237733530e+10,4.776403250432e+11,8.183433821119e+16
MFM_t_8_mxi_257,0,simulation_ok,0,2026-08-17T01:58:24.384170+08:00,2026-08-17T01:59:24.385462+08:00,60.001,3.782449908668e+08,1.306836951113e-01,1.573538200035e+00,-6.283888314539e+09,1.713434098923e+11,1.151196189201e+13
MFM_t_8_mxi_258,0,simulation_ok,0,2026-08-17T01:59:24.410739+08:00,2026-08-17T02:00:54.412144+08:00,90.001,8.407737722724e+07,6.838688528089e-02,1.730949597615e+00,-3.191122293171e+09,6.803805685163e+11,4.179531366840e+11
MFM_t_8_mxi_259,0,simulation_ok,0,2026-08-17T02:00:54.437652+08:00,2026-08-17T02:01:24.438411+08:00,30.001,4.771538705467e+08,4.810642742089e-02,1.535773959056e+00,-2.020270468427e+10,2.367699108910e+12,2.749115474681e+15
MFM_t_8_mxi_260,0,simulation_ok,0,2026-08-17T02:01:24.471541+08:00,2026-08-17T02:02:54.472909+08:00,90.001,3.168960631442e+08,1.485871053914e-01,1.659790332054e+00,-5.168964751272e+09,1.856999021732e+11,2.193193786401e+12
MFM_t_8_mxi_261,0,simulation_ok,0,2026-08-17T02:02:54.516937+08:00,2026-08-17T02:03:54.519071+08:00,60.002,4.217268032244e+08,9.653716195191e-02,1.606710752764e+00,-9.941299910663e+09,6.468421325412e+11,4.505503048152e+13
MFM_t_8_mxi_262,0,simulation_ok,0,2026-08-17T02:03:54.552251+08:00,2026-08-17T02:05:09.553574+08:00,75.001,1.868435989727e+08,1.053016485150e-01,1.628391356973e+00,-4.149567203751e+09,2.572474305572e+11,1.054948312030e+13
MFM_t_8_mxi_263,0,simulation_ok,0,2026-08-17T02:05:09.587175+08:00,2026-08-17T02:06:39.588458+08:00,90.001,6.901075909422e+07,5.922007022549e-02,1.643781089878e+00,-2.774793651739e+09,5.861122527350e+11,5.848267825918e+13
MFM_t_8_mxi_264,0,simulation_ok,0,2026-08-17T02:06:39.621210+08:00,2026-08-17T02:07:39.622273+08:00,60.001,4.444738085474e+08,1.322940257763e-01,1.502227474545e+00,-6.382885499426e+09,1.908697175177e+10,1.974742675008e+13
MFM_t_8_mxi_265,0,simulation_ok,0,2026-08-17T02:07:39.655272+08:00,2026-08-17T02:08:09.656325+08:00,30.001,1.760573741213e+08,3.258075729960e-02,1.601372431334e+00,-1.220994018549e+10,6.731525742519e+12,4.494508232964e+15
MFM_t_8_mxi_266,0,simulation_ok,0,2026-08-17T02:08:09.700523+08:00,2026-08-17T02:08:54.701586+08:00,45.001,3.470527274872e+08,3.771384546309e-02,1.496687043576e+00,-1.725626621787e+10,1.264077946828e+11,8.441019122663e+15
MFM_t_8_mxi_267,0,simulation_ok,0,2026-08-17T02:08:54.757625+08:00,2026-08-17T02:09:54.758718+08:00,60.001,2.570735227395e+08,1.022107804533e-01,1.544972687613e+00,-5.209503056100e+09,1.609604164943e+11,3.232471375995e+13
MFM_t_8_mxi_268,0,simulation_ok,0,2026-08-17T02:09:54.790434+08:00,2026-08-17T02:10:54.791560+08:00,60.001,5.483023613277e+08,1.448730339199e-01,1.525676159334e+00,-7.560217933679e+09,7.595112474655e+10,1.354388572948e+13
MFM_t_8_mxi_269,0,simulation_ok,0,2026-08-17T02:10:54.824546+08:00,2026-08-17T02:11:24.825371+08:00,30.001,2.653538683312e+08,4.524475089774e-02,1.656950661242e+00,-1.417076317465e+10,5.427823735233e+12,7.301000128522e+14
MFM_t_8_mxi_270,0,simulation_ok,0,2026-08-17T02:11:24.865902+08:00,2026-08-17T02:12:39.866958+08:00,75.001,2.415383726752e+08,1.146114748592e-01,1.578689756581e+00,-4.611229877106e+09,1.716911989755e+11,1.365368991086e+13
MFM_t_8_mxi_271,0,simulation_ok,0,2026-08-17T02:12:39.900506+08:00,2026-08-17T02:14:09.902007+08:00,90.002,2.323827788199e+08,1.304523746993e-01,1.650914345173e+00,-4.275755052494e+09,1.920797446809e+11,3.477052284967e+12
MFM_t_8_mxi_272,0,simulation_ok,0,2026-08-17T02:14:09.934374+08:00,2026-08-17T02:14:54.935534+08:00,45.001,5.372262536326e+08,5.533450091478e-02,1.577533971055e+00,-2.120647449781e+10,3.351379563241e+12,1.167417772153e+15
MFM_t_8_mxi_273,0,simulation_ok,0,2026-08-17T02:14:54.967413+08:00,2026-08-17T02:15:54.968658+08:00,60.001,2.434672479508e+08,8.405227227936e-02,1.730686291550e+00,-7.516728324452e+09,1.060193490793e+12,5.347461235763e+11
MFM_t_8_mxi_274,0,simulation_ok,0,2026-08-17T02:15:55.002389+08:00,2026-08-17T02:17:25.003463+08:00,90.001,1.480179090062e+08,9.066552320298e-02,1.655077906604e+00,-3.936611793609e+09,3.726059945933e+11,1.292988696034e+13
MFM_t_8_mxi_275,0,simulation_ok,0,2026-08-17T02:17:25.031417+08:00,2026-08-17T02:17:55.032536+08:00,30.001,3.723422896195e+08,5.151983851332e-02,1.648413375783e+00,-1.729893782823e+10,4.928717205871e+12,5.985109569525e+14
MFM_t_8_mxi_276,0,simulation_ok,0,2026-08-17T02:17:55.058027+08:00,2026-08-17T02:18:25.058775+08:00,30.001,3.487595464213e+08,4.253284591717e-02,1.583919707035e+00,-1.808047418547e+10,5.119422796925e+12,2.694835884361e+15
MFM_t_8_mxi_277,0,simulation_ok,0,2026-08-17T02:18:25.084004+08:00,2026-08-17T02:19:10.084790+08:00,45.001,3.135545650408e+08,6.823099492370e-02,1.526628458201e+00,-9.197126762685e+09,4.281530328773e+11,3.323833615500e+14
MFM_t_8_mxi_278,0,simulation_timeout,1,2026-08-17T02:19:10.116785+08:00,2026-08-17T02:22:40.432399+08:00,210.316,5.459076256338e+08,3.424159183151e-02,1.595641210920e+00,-3.574307799003e+10,1.713019064610e+13,1.139003108359e+16
MFM_t_8_mxi_279,0,simulation_ok,0,2026-08-17T02:22:55.490056+08:00,2026-08-17T02:23:40.491059+08:00,45.001,5.006755274059e+08,7.254010418938e-02,1.727741891238e+00,-1.786488786630e+10,3.356834357179e+12,7.259164735518e+12
MFM_t_8_mxi_280,0,simulation_ok,0,2026-08-17T02:23:40.523569+08:00,2026-08-17T02:24:40.524685+08:00,60.001,6.751330406541e+07,3.335695768621e-02,1.526662011937e+00,-4.050908634371e+09,7.897743303772e+11,2.562159962463e+15
MFM_t_8_mxi_281,0,simulation_ok,0,2026-08-17T02:24:40.556423+08:00,2026-08-17T02:25:10.557573+08:00,30.001,1.876045956735e+08,3.407856927574e-02,1.549273889629e+00,-1.148884283239e+10,3.421691062531e+12,5.571952045194e+15
MFM_t_8_mxi_282,0,simulation_ok,0,2026-08-17T02:25:10.589983+08:00,2026-08-17T02:26:40.590991+08:00,90.001,3.794082160764e+08,1.474842145808e-01,1.729090567355e+00,-6.666461782106e+09,3.041162893935e+11,1.087389618121e+11
MFM_t_8_mxi_283,0,simulation_ok,0,2026-08-17T02:26:40.624126+08:00,2026-08-17T02:27:55.625285+08:00,75.001,3.413880084244e+08,1.052459820014e-01,1.730133047813e+00,-8.413399878920e+09,7.557642898796e+11,3.424213562129e+11
MFM_t_8_mxi_284,0,simulation_ok,0,2026-08-17T02:27:55.657083+08:00,2026-08-17T02:28:25.658071+08:00,30.001,3.031599284322e+08,3.307921446407e-02,1.520895577987e+00,-1.813152948099e+10,2.995025700940e+12,1.240596468109e+16
MFM_t_8_mxi_285,0,simulation_ok,0,2026-08-17T02:28:25.685398+08:00,2026-08-17T02:30:10.686727+08:00,105.001,4.973940785982e+08,3.396573897413e-02,1.681378592500e+00,-3.629523236482e+10,2.704144348491e+13,3.830543631477e+15
MFM_t_8_mxi_286,0,simulation_ok,0,2026-08-17T02:30:10.719240+08:00,2026-08-17T02:31:25.720562+08:00,75.001,3.666098976300e+08,1.339296834516e-01,1.664069254427e+00,-6.664656851653e+09,2.997339369474e+11,4.004085212366e+12
MFM_t_8_mxi_287,0,simulation_timeout,1,2026-08-17T02:31:25.753423+08:00,2026-08-17T02:34:56.068897+08:00,210.315,5.556683092883e+08,4.069735965369e-02,1.519493416371e+00,-2.693497190811e+10,2.792602408244e+12,8.132571695000e+15
MFM_t_8_mxi_288,0,simulation_timeout,1,2026-08-17T02:35:11.126793+08:00,2026-08-17T02:38:41.493077+08:00,210.366,3.815217568180e+08,2.165231558329e-02,1.713648944863e+00,-4.503743396623e+10,9.136980955671e+13,1.001473577630e+16
MFM_t_8_mxi_289,0,simulation_ok,0,2026-08-17T02:38:56.551411+08:00,2026-08-17T02:40:56.553326+08:00,120.002,1.338073450378e+08,1.263782750037e-01,1.690601315930e+00,-2.648198893078e+09,1.469990408070e+11,1.177666497371e+12
MFM_t_8_mxi_290,0,simulation_ok,0,2026-08-17T02:40:56.586441+08:00,2026-08-17T02:42:26.587910+08:00,90.001,1.210954467269e+08,1.046424380095e-01,1.568542703103e+00,-2.493071569348e+09,1.007109026718e+11,1.159502978476e+13
MFM_t_8_mxi_291,0,simulation_ok,0,2026-08-17T02:42:26.620562+08:00,2026-08-17T02:43:41.622155+08:00,75.002,3.220112879074e+08,1.238826305543e-01,1.638205438271e+00,-6.149803987808e+09,2.892414528545e+11,7.263875124881e+12
MFM_t_8_mxi_292,0,simulation_ok,0,2026-08-17T02:43:41.654484+08:00,2026-08-17T02:44:41.655885+08:00,60.001,2.711584776355e+08,8.355593932700e-02,1.638551856429e+00,-7.681057142049e+09,7.954301701801e+11,4.365140240303e+13
MFM_t_8_mxi_293,0,simulation_ok,0,2026-08-17T02:44:41.688509+08:00,2026-08-17T02:45:26.689708+08:00,45.001,2.539048107965e+08,2.307522131364e-02,1.698147888968e+00,-2.772178482078e+10,4.728101557812e+13,8.980884526533e+15
MFM_t_8_mxi_294,0,simulation_ok,0,2026-08-17T02:45:26.721474+08:00,2026-08-17T02:46:11.722320+08:00,45.001,4.876456495491e+08,7.870444938058e-02,1.569320381491e+00,-1.336437635577e+10,9.622770259695e+11,1.929519360976e+14
MFM_t_8_mxi_295,0,simulation_timeout,1,2026-08-17T02:46:11.754145+08:00,2026-08-17T02:49:42.069750+08:00,210.316,4.333129545435e+08,3.596512076049e-02,1.526933331905e+00,-2.412693215719e+10,4.077421073561e+12,1.126809344750e+16
MFM_t_8_mxi_296,0,simulation_ok,0,2026-08-17T02:49:57.127484+08:00,2026-08-17T02:50:27.128493+08:00,30.001,4.123643955396e+08,3.663131945328e-02,1.602167389124e+00,-2.546320976768e+10,1.116570249745e+13,5.820638079535e+15
MFM_t_8_mxi_297,0,simulation_ok,0,2026-08-17T02:50:27.155446+08:00,2026-08-17T02:51:27.156581+08:00,60.001,5.606167953737e+08,1.295836697494e-01,1.724235502679e+00,-1.116343794239e+10,6.511867323120e+11,8.112867240622e+11
MFM_t_8_mxi_298,0,simulation_ok,0,2026-08-17T02:51:27.181096+08:00,2026-08-17T02:52:12.182092+08:00,45.001,2.534174839789e+08,6.703014449426e-02,1.547510519173e+00,-7.865853211812e+09,5.890813984096e+11,2.585317551584e+14
MFM_t_8_mxi_299,0,simulation_ok,0,2026-08-17T02:52:12.214497+08:00,2026-08-17T02:53:12.215537+08:00,60.001,1.711749482613e+08,7.737073962477e-02,1.512315633127e+00,-4.298852525873e+09,8.905471057307e+10,1.050859221976e+14
MFM_t_8_mxi_300,0,simulation_ok,0,2026-08-17T02:53:12.247133+08:00,2026-08-17T02:54:57.248384+08:00,105.001,2.896410968260e+08,1.484254269722e-01,1.579479193362e+00,-4.274856363050e+09,9.559116102496e+10,4.469108334985e+12
MFM_t_8_mxi_301,0,simulation_ok,0,2026-08-17T02:54:57.281460+08:00,2026-08-17T02:55:42.282622+08:00,45.001,3.777711257845e+08,6.135563226072e-02,1.729672319925e+00,-1.596352732670e+10,4.214251803672e+12,6.980109200815e+12
MFM_t_8_mxi_302,0,simulation_ok,0,2026-08-17T02:55:42.314556+08:00,2026-08-17T02:56:12.315694+08:00,30.001,3.890478271175e+08,4.407910857258e-02,1.699856366511e+00,-2.227257269667e+10,1.046557914681e+13,5.134372580742e+14
MFM_t_8_mxi_303,0,simulation_ok,0,2026-08-17T02:56:12.347202+08:00,2026-08-17T02:56:57.348020+08:00,45.001,4.899947759737e+08,8.332254531431e-02,1.507260436751e+00,-1.130055299046e+10,1.445517308314e+11,2.136288074401e+14
MFM_t_8_mxi_304,0,simulation_ok,0,2026-08-17T02:56:57.380398+08:00,2026-08-17T02:57:57.381201+08:00,60.001,1.665537545029e+08,7.408003995377e-02,1.653716605033e+00,-5.413228926813e+09,7.631236964043e+11,4.068593097852e+13
MFM_t_8_mxi_305,0,simulation_ok,0,2026-08-17T02:57:57.414084+08:00,2026-08-17T03:00:27.416380+08:00,150.002,1.466457188418e+08,1.183537157031e-01,1.525240065285e+00,-2.472934531251e+09,3.674677477676e+10,9.979976806885e+12
MFM_t_8_mxi_306,0,simulation_ok,0,2026-08-17T03:00:27.449707+08:00,2026-08-17T03:01:42.451055+08:00,75.001,4.305907935762e+08,1.264485909122e-01,1.619481781676e+00,-7.877076205722e+09,3.226880329761e+11,1.062966604072e+13
MFM_t_8_mxi_307,0,simulation_ok,0,2026-08-17T03:01:42.483300+08:00,2026-08-17T03:03:27.484980+08:00,105.002,2.859704310913e+08,1.412926711430e-01,1.697929157990e+00,-5.098086892425e+09,2.317549650039e+11,1.182847133182e+12
MFM_t_8_mxi_308,0,simulation_ok,0,2026-08-17T03:03:27.514814+08:00,2026-08-17T03:04:27.515911+08:00,60.001,4.899025174806e+08,1.121999330992e-01,1.592152216004e+00,-9.741709495625e+09,4.236202637543e+11,2.781972146941e+13
MFM_t_8_mxi_309,0,simulation_ok,0,2026-08-17T03:04:27.559458+08:00,2026-08-17T03:05:27.560474+08:00,60.001,4.579940320423e+08,8.690634358571e-02,1.718557290563e+00,-1.352987027642e+10,1.727578113680e+12,8.449159781836e+12
MFM_t_8_mxi_310,0,simulation_ok,0,2026-08-17T03:05:27.594259+08:00,2026-08-17T03:06:27.595893+08:00,60.002,3.322409054493e+08,1.311201170238e-01,1.521812962162e+00,-5.022431649817e+09,5.451313220233e+10,1.382094223058e+13
MFM_t_8_mxi_311,0,simulation_ok,0,2026-08-17T03:06:27.621120+08:00,2026-08-17T03:09:27.622547+08:00,180.001,8.065848466970e+07,1.002778032574e-01,1.720590494877e+00,-2.068812092661e+09,1.995273059599e+11,6.174874286632e+11
MFM_t_8_mxi_312,0,simulation_ok,0,2026-08-17T03:09:27.656234+08:00,2026-08-17T03:09:57.657287+08:00,30.001,4.759404887147e+08,5.833633070970e-02,1.618618595694e+00,-1.885207159121e+10,3.610750031615e+12,5.667966607945e+14
MFM_t_8_mxi_313,0,simulation_ok,0,2026-08-17T03:09:57.682871+08:00,2026-08-17T03:10:42.683964+08:00,45.001,4.122262879849e+08,8.866687002783e-02,1.552171954679e+00,-9.751121253316e+09,4.478772011732e+11,1.007957270089e+14
MFM_t_8_mxi_314,0,simulation_ok,0,2026-08-17T03:10:42.716442+08:00,2026-08-17T03:11:57.717896+08:00,75.001,1.269629759316e+08,9.558259195775e-02,1.508137270100e+00,-2.557503728680e+09,2.659760722111e+10,2.772958128604e+13
MFM_t_8_mxi_315,0,simulation_ok,0,2026-08-17T03:11:57.750573+08:00,2026-08-17T03:13:12.752028+08:00,75.001,3.557974536411e+08,1.028816396367e-01,1.498263241529e+00,-6.509521332320e+09,1.386259682874e+10,5.679317385662e+13
MFM_t_8_mxi_316,0,simulation_ok,0,2026-08-17T03:13:12.785487+08:00,2026-08-17T03:13:42.786416+08:00,30.001,2.038016685529e+08,2.481689569213e-02,1.660621462800e+00,-1.992119960857e+10,2.574156497415e+13,1.072360313643e+16
MFM_t_8_mxi_317,0,simulation_ok,0,2026-08-17T03:13:42.818484+08:00,2026-08-17T03:14:42.819658+08:00,60.001,2.516400645342e+08,9.963176129395e-02,1.598244326311e+00,-5.682778833908e+09,3.277970713583e+11,2.465013661405e+13
MFM_t_8_mxi_318,0,simulation_ok,0,2026-08-17T03:14:42.853391+08:00,2026-08-17T03:16:42.855457+08:00,120.002,7.107109149374e+07,1.043145314319e-01,1.504958533725e+00,-1.302480604592e+09,8.655128638230e+09,1.020458619614e+13
MFM_t_8_mxi_319,0,simulation_ok,0,2026-08-17T03:16:42.889488+08:00,2026-08-17T03:17:12.890243+08:00,30.001,1.350568021835e+08,2.422451579681e-02,1.691953358587e+00,-1.396286679701e+10,2.118752564057e+13,4.441352039467e+15
MFM_t_8_mxi_320,0,simulation_ok,0,2026-08-17T03:17:12.922405+08:00,2026-08-17T03:17:42.923322+08:00,30.001,2.657223948655e+08,4.153742504353e-02,1.687558234067e+00,-1.595290383669e+10,8.115559788576e+12,6.552746887147e+14
MFM_t_8_mxi_321,0,simulation_ok,0,2026-08-17T03:17:42.952212+08:00,2026-08-17T03:20:12.954127+08:00,150.002,6.702318673222e+07,1.367627213916e-01,1.558187390331e+00,-1.038312429268e+09,2.175283361948e+10,1.804951910177e+12
MFM_t_8_mxi_322,0,simulation_ok,0,2026-08-17T03:20:12.988507+08:00,2026-08-17T03:21:57.990182+08:00,105.002,4.188644061246e+08,1.457643350033e-01,1.614549194171e+00,-6.605953636496e+09,1.979066095215e+11,5.318439070392e+12
MFM_t_8_mxi_323,0,simulation_ok,0,2026-08-17T03:21:58.022442+08:00,2026-08-17T03:23:58.023892+08:00,120.001,1.448468268507e+08,1.485290348771e-01,1.529691947975e+00,-1.963457393317e+09,2.094762690439e+10,3.084835488646e+12
MFM_t_8_mxi_324,0,simulation_ok,0,2026-08-17T03:23:58.052345+08:00,2026-08-17T03:24:58.053588+08:00,60.001,5.229266147522e+08,1.023698384076e-01,1.640985890515e+00,-1.212450187786e+10,8.461061036458e+11,2.966319708757e+13
MFM_t_8_mxi_325,0,simulation_ok,0,2026-08-17T03:24:58.077904+08:00,2026-08-17T03:26:43.079733+08:00,105.002,1.811784084635e+08,1.467208401149e-01,1.567799415361e+00,-2.657186486103e+09,5.416510170975e+10,3.217815388337e+12
MFM_t_8_mxi_326,0,simulation_ok,0,2026-08-17T03:26:43.112491+08:00,2026-08-17T03:27:43.114145+08:00,60.002,8.759106777836e+07,4.873463324156e-02,1.577676263135e+00,-3.926649218031e+09,8.010679021116e+11,3.588168695451e+14
MFM_t_8_mxi_327,0,simulation_timeout,1,2026-08-17T03:27:43.147379+08:00,2026-08-17T03:31:13.462747+08:00,210.315,4.628266346624e+08,2.275398813950e-02,1.627873777142e+00,-4.753893146111e+10,6.294802304020e+13,5.576377393311e+16
MFM_t_8_mxi_328,0,simulation_ok,0,2026-08-17T03:31:28.522358+08:00,2026-08-17T03:32:13.523376+08:00,45.001,4.295481783206e+08,7.154067812132e-02,1.663415547790e+00,-1.460858820349e+10,2.296714914746e+12,1.089476751873e+14
MFM_t_8_mxi_329,0,simulation_ok,0,2026-08-17T03:32:13.566875+08:00,2026-08-17T03:32:58.568120+08:00,45.001,5.201880912460e+08,9.188767167905e-02,1.681812230720e+00,-1.403723631865e+10,1.431131591043e+12,2.740493769282e+13
MFM_t_8_mxi_330,0,simulation_ok,0,2026-08-17T03:32:58.594150+08:00,2026-08-17T03:33:58.595356+08:00,60.001,3.791310809248e+08,9.970489975549e-02,1.676156593401e+00,-9.375049033132e+09,7.958456084346e+11,1.480897796523e+13
MFM_t_8_mxi_331,0,simulation_ok,0,2026-08-17T03:33:58.627469+08:00,2026-08-17T03:34:43.628565+08:00,45.001,2.308641441009e+08,3.705429464155e-02,1.526173502219e+00,-1.245799069091e+10,1.941020083644e+12,5.194675709320e+15
MFM_t_8_mxi_332,0,simulation_ok,0,2026-08-17T03:34:43.660452+08:00,2026-08-17T03:35:43.661571+08:00,60.001,3.975381009468e+08,6.087778128539e-02,1.498444892657e+00,-1.229676771179e+10,7.939139690714e+10,8.738516568866e+14
MFM_t_8_mxi_333,0,simulation_ok,0,2026-08-17T03:35:43.693040+08:00,2026-08-17T03:36:28.694200+08:00,45.001,1.194790267104e+08,5.618848710003e-02,1.526143891465e+00,-4.251566125205e+09,2.878341984897e+11,3.353707120101e+14
MFM_t_8_mxi_334,0,simulation_timeout,1,2026-08-17T03:36:28.723502+08:00,2026-08-17T03:39:59.039081+08:00,210.316,5.616326285419e+08,2.913734575351e-02,1.542041860571e+00,-3.971539905094e+10,1.434686147513e+13,3.820209515605e+16
MFM_t_8_mxi_335,0,simulation_timeout,1,2026-08-17T03:40:14.096434+08:00,2026-08-17T03:43:44.461894+08:00,210.365,4.973162436472e+08,3.237948144731e-02,1.562402425552e+00,-3.276638071763e+10,1.290001679284e+13,1.750498529083e+16
MFM_t_8_mxi_336,0,simulation_ok,0,2026-08-17T03:43:59.519398+08:00,2026-08-17T03:45:14.520444+08:00,75.001,3.367658704373e+08,1.303334574840e-01,1.724704890074e+00,-6.670131419910e+09,3.851064461568e+11,4.449855160331e+11
MFM_t_8_mxi_337,0,simulation_ok,0,2026-08-17T03:45:29.576256+08:00,2026-08-17T03:45:59.577141+08:00,30.001,1.302608694314e+08,2.384996094279e-02,1.498750719715e+00,-1.029227813299e+10,4.751075677910e+11,3.097454146597e+16
MFM_t_8_mxi_338,0,simulation_ok,0,2026-08-17T03:45:59.606359+08:00,2026-08-17T03:47:44.607682+08:00,105.001,3.507800653738e+08,1.382297313305e-01,1.603350898133e+00,-5.749180166327e+09,1.784632942568e+11,6.407100385598e+12
MFM_t_8_mxi_339,0,simulation_ok,0,2026-08-17T03:47:44.640606+08:00,2026-08-17T03:48:29.641484+08:00,45.001,2.087186828962e+08,5.273330136440e-02,1.499353474186e+00,-7.469282337524e+09,8.281671091479e+10,9.361336669842e+14
MFM_t_8_mxi_340,0,simulation_ok,0,2026-08-17T03:48:29.670607+08:00,2026-08-17T03:49:14.671993+08:00,45.001,5.073462578017e+08,8.236597365570e-02,1.653697977934e+00,-1.483033360487e+10,1.691072483934e+12,7.295724161760e+13
MFM_t_8_mxi_341,0,simulation_ok,0,2026-08-17T03:49:14.703475+08:00,2026-08-17T03:49:59.704585+08:00,45.001,3.787098150599e+08,7.892988573433e-02,1.730128930188e+00,-1.244492615380e+10,1.987607246516e+12,1.604617017325e+12
MFM_t_8_mxi_342,0,simulation_ok,0,2026-08-17T03:49:59.729283+08:00,2026-08-17T03:50:44.730391+08:00,45.001,2.628973552737e+08,5.782750914117e-02,1.688483010929e+00,-1.134741054073e+10,2.987559502081e+12,1.213460669396e+14
MFM_t_8_mxi_343,0,simulation_ok,0,2026-08-17T03:50:44.762463+08:00,2026-08-17T03:51:29.763896+08:00,45.001,2.667822413465e+08,7.548363735240e-02,1.602546059102e+00,-7.998510805622e+09,8.281254998049e+11,1.010338977313e+14
MFM_t_8_mxi_344,0,simulation_ok,0,2026-08-17T03:51:29.790087+08:00,2026-08-17T03:53:44.791485+08:00,135.001,6.472146506048e+07,1.076156815969e-01,1.637530844762e+00,-1.421781444019e+09,8.832876683858e+10,2.973651131356e+12
MFM_t_8_mxi_345,0,simulation_ok,0,2026-08-17T03:53:44.824139+08:00,2026-08-17T03:54:29.825298+08:00,45.001,5.595740072134e+08,1.119334676693e-01,1.508400892701e+00,-9.630954291413e+09,7.446319921167e+10,5.540888833488e+13
